accuracy,kappa,latency_us,pool_memory_kb,active_memory_kb,final_pool_size,mean_active_size,drift_count,stream,method,seed,wall_time_s
0.9197839567913584,0.8179827932545548,111.75268100341782,602.1240234375,185.74609375,6,2.56,0.0,SEA-abrupt,StaticSPPFullSearch-Lite,1,2.0747244358062744
0.9325865173034606,0.8477787928892241,200.86381159435405,743.4658203125,259.087890625,6,2.08,0.0,SEA-abrupt,StaticSPPFullSearch-Adaptive,1,3.826775074005127
0.9219843968793758,0.8212974967112161,178.9448719984648,808.0732421875,808.0732421875,10,10.0,,SEA-abrupt,OB,1,3.798218011856079
0.943988797759552,0.8735082738522556,128.26682140821504,3071.1220703125,3071.1220703125,10,10.0,,SEA-abrupt,LB,1,8.996140718460083
0.960992198439688,0.9128636558300112,213.89645080435,5948.3798828125,5948.3798828125,10,10.0,,SEA-abrupt,ARF,1,6.419344186782837
0.9403880776155232,0.8643105661640175,157.98169640456763,1972.2548828125,1972.2548828125,10,10.0,,SEA-abrupt,SRP,1,10.222278118133543
0.931986397279456,0.850160105099331,156.59644861207198,669.744140625,230.759765625,6,2.48,0.0,SEA-abrupt,DSPP-Lite,2,3.018398761749268
0.9357871574314864,0.8569657061723222,185.53993080149667,877.7314453125,462.9892578125,6,2.8,1.0,SEA-abrupt,DSPP-Adaptive,2,3.246107816696167
0.9335867173434688,0.8543673099771327,110.95727000029,669.59765625,230.892578125,6,2.0,0.0,SEA-abrupt,StaticSPP-Lite,2,2.1048331260681152
0.9363872774554912,0.8582848285224335,167.55068799775472,877.6689453125,296.6025390625,6,2.0,0.0,SEA-abrupt,StaticSPP-Adaptive,2,3.1517345905303955
0.931986397279456,0.850160105099331,163.70124539789686,669.380859375,230.763671875,6,2.48,0.0,SEA-abrupt,StaticSPPFullSearch-Lite,2,3.22133469581604
0.9357871574314864,0.8569657061723222,242.36724360289367,877.1689453125,462.6904296875,6,2.8,0.0,SEA-abrupt,StaticSPPFullSearch-Adaptive,2,4.037423610687256
0.9253850770154032,0.8323756758566845,121.14565198698983,853.099609375,853.099609375,10,10.0,,SEA-abrupt,OB,2,2.674248456954956
0.957991598319664,0.9071086207702076,163.85451359965373,3230.0380859375,3230.0380859375,10,10.0,,SEA-abrupt,LB,2,10.90598440170288
0.9643928785757152,0.921631621360976,153.17857239788282,4795.642578125,4795.642578125,10,10.0,,SEA-abrupt,ARF,2,4.378791332244873
0.9527905581116224,0.8950629703653694,170.89504160394426,2118.9287109375,2118.9287109375,10,10.0,,SEA-abrupt,SRP,2,11.268986940383911
0.941988397679536,0.8715739256737339,114.46982440484136,555.921875,255.3525390625,6,2.68,0.0,SEA-abrupt,DSPP-Lite,3,2.165414810180664
0.941988397679536,0.8701363733353303,179.31597500537464,792.076171875,390.04296875,6,2.52,1.0,SEA-abrupt,DSPP-Adaptive,3,3.197028875350952
0.9415883176635328,0.8719409701727704,120.56828640070307,556.162109375,162.73828125,6,2.0,0.0,SEA-abrupt,StaticSPP-Lite,3,2.2539069652557373
0.93998799759952,0.8656233367561436,272.9814951919252,792.40234375,259.4755859375,6,2.12,0.0,SEA-abrupt,StaticSPP-Adaptive,3,4.931375503540039
0.941988397679536,0.8715739256737339,114.15558420849266,556.56640625,255.7314453125,6,2.68,0.0,SEA-abrupt,StaticSPPFullSearch-Lite,3,2.128337860107422
0.941988397679536,0.8701363733353303,177.42946898688388,792.015625,390.216796875,6,2.52,0.0,SEA-abrupt,StaticSPPFullSearch-Adaptive,3,3.170814037322998
0.9297859571914384,0.8410618251872019,122.37857640266158,865.3271484375,865.3271484375,10,10.0,,SEA-abrupt,OB,3,2.6761302947998047
0.956991398279656,0.9043814085612216,161.89348259831604,3494.2685546875,3494.2685546875,10,10.0,,SEA-abrupt,LB,3,10.997772216796877
0.9617923584716944,0.9150111669182572,157.41588940236397,6601.6025390625,6601.6025390625,10,10.0,,SEA-abrupt,ARF,3,5.147502899169922
